region,liga,temporada,equipo_local,equipo_visitante,resultado,local_jugador_1,visitante_jugador_1,local_jugador_2,visitante_jugador_2,local_jugador_3,visitante_jugador_3,local_jugador_4,visitante_jugador_4,local_jugador_5,visitante_jugador_5,local_jugador_6,visitante_jugador_6,local_jugador_7,visitante_jugador_7,local_jugador_8,visitante_jugador_8,local_jugador_9,visitante_jugador_9,local_jugador_10,visitante_jugador_10,local_jugador_11,visitante_jugador_11
Internacional,Champions League,2025,Inter de Milán,FK Bodø/Glimt,"1:2
(0:0)",Sommer,Haikin,Bisseck,Gundersen,Akanji,Bjørtuft,Bastoni,Bjørkan,Dimarco,Sjøvold,Frattesi,Berg,Zielinski,Evjen,Barella,Fet,Luis Henri.,Hauge,Thuram,Blomberg,Esposito,Høgh
Internacional,Champions League,2025,Bayer 04 Leverkusen,Olympiacos El Pireo,"0:0
(0:0)",Blaswich,Tzolakis,Quansah,Pirola,Tapsoba,Retsos,Grimaldo,Ortega,Vázquez,Rodinei,Andrich,Hezze,Palacios,García,García,Mouzakitis,Maza,Chiquinho,Hofmann,Martins,Schick,Taremi
Internacional,Champions League,2025,Atalanta de Bérgamo,Borussia Dortmund,"4:1
(2:0)",Carnesecchi,Kobel,Hien,Anton,Kolasinac,Bensebaini,Scalvini,Can,de Roon,Svensson,Pašalić,Ryerson,Zappacosta,Bellingham,Bernasconi,Nmecha,Zalewski,Brandt,Samardžić,Beier,Scamacca,Guirassy
Internacional,Champions League,2025,París Saint-Germain FC,AS Mónaco,"2:2
(0:1)",Safonov,Köhn,Marquinhos,Faes,Pacho,Kehrer,Mendes,Caio Henri.,Hakimi,Vanderson,Vitinha,Zakaria,Zaïre-Emery,Bamba,Neves,Camara,Barcola,Coulibaly,Kvaratskhe.,Akliouche,Doué,Balogun
Internacional,Champions League,2025,Juventus de Turín,Galatasaray,"3:2
pró.",Perin,Çakır,Kelly,Sánchez,Kalulu,Bardakcı,Gatti,Jakobs,Locatelli,Sallai,Koopmeiners,Lemina,Thuram,Torreira,McKennie,Sara,Yıldız,Lang,Conceição,Yılmaz,David,Osimhen
Internacional,Champions League,2025,Real Madrid CF,SL Benfica,"2:1
(1:1)",Courtois,Trubin,Rüdiger,Araújo,Asencio,Otamendi,Carreras,Dahl,Alexander-.,Dedić,Tchouaméni,Ríos,Camavinga,Barreiro,Valverde,Aursnes,Güler,Schjelderup,Vinicius J.,Rafa Silva,García,Pavlidis
Internacional,Champions League,2025,Galatasaray,Liverpool FC,"1:0
(1:0)",Çakır,Mamardashv.,Sánchez,Konaté,Bardakcı,van Dijk,Singo,Gomez,Jakobs,Kerkez,Lemina,Gravenberch,Torreira,Mac Allister,Sara,Wirtz,Lang,Szoboszlai,Yılmaz,Salah,Osimhen,Ekitiké
Internacional,Champions League,2025,Atalanta de Bérgamo,Bayern Múnich,"1:6
(0:3)",Carnesecchi,Urbig,Hien,Tah,Kolasinac,Upamecano,de Roon,Stanisic,Pašalić,Laimer,Zappacosta,Kimmich,Zalewski,Pavlovic,Bernasconi,Díaz,Sulemana,Olise,Krstović,Gnabry,Scamacca,Jackson
Internacional,Champions League,2025,Newcastle United,FC Barcelona,"1:1
(0:0)",Ramsdale,García,Burn,Martín,Thiaw,Cubarsí,Hall,Araujo,Trippier,Cancelo,Tonali,Bernal,Joelinton,Pedri,Ramsey,López,Barnes,Raphinha,Elanga,Lamine Yamal,Osula,Lewandowski
Internacional,Champions League,2025,Atlético de Madrid,Tottenham Hotspur,"5:2
(4:1)",Oblak,Kinský,Hancko,Romero,Pubill,van de Ven,Le Normand,Danso,Ruggeri,Spence,Llorente,Porro,Cardoso,Sarr,Lookman,Gray,Simeone,Tel,Griezmann,Kolo Muani,Alvarez,Richarlison
Internacional,Champions League,2025,Bayer 04 Leverkusen,Arsenal FC,"1:1
(0:0)",Blaswich,Raya,Quansah,Saliba,Tapsoba,Hincapié,Grimaldo,Gabriel,Andrich,Timber,Palacios,Zubimendi,García,Rice,Maza,Eze,Terrier,Martinelli,Poku,Saka,Kofane,Gyökeres
Internacional,Champions League,2025,París Saint-Germain FC,Chelsea FC,"5:2
(2:1)",Safonov,Jørgensen,Marquinhos,Chalobah,Pacho,Fofana,Mendes,Cucurella,Hakimi,James,Vitinha,Gusto,Zaïre-Emery,Caicedo,Neves,Fernández,Barcola,Palmer,Doué,Neto,Dembélé,João Pedro
Internacional,Champions League,2025,Real Madrid CF,Manchester City,"3:0
(3:0)",Courtois,Donnarumma,Rüdiger,Dias,Huijsen,Guéhi,Mendy,Khusanov,Alexander-.,O'Reilly,Tchouaméni,Rodri,Valverde,Silva,Pitarch,Doku,Güler,Savinho,Vinicius J.,Semenyo,Díaz,Haaland
Internacional,Champions League,2025,FK Bodø/Glimt,Sporting de Lisboa,"3:0
(2:0)",Haikin,Silva,Gundersen,Diomande,Bjørtuft,Inácio,Bjørkan,Vagiannidis,Sjøvold,Fresneda,Berg,Hjulmand,Evjen,Simões,Fet,Trincão,Hauge,Catamo,Blomberg,Guilherme,Høgh,Suárez
Internacional,Champions League,2025,Sporting de Lisboa,FK Bodø/Glimt,"5:0
pró.",Silva,Haikin,Quaresma,Gundersen,Inácio,Bjørtuft,Araújo,Bjørkan,Fresneda,Sjøvold,Hjulmand,Berg,Morita,Evjen,Trincão,Fet,Gonçalves,Hauge,Catamo,Blomberg,Suárez,Høgh
Internacional,Champions League,2025,Chelsea FC,París Saint-Germain FC,"0:3
(0:2)",Sánchez,Safonov,Chalobah,Marquinhos,Sarr,Pacho,Hato,Mendes,Cucurella,Hakimi,Caicedo,Vitinha,Fernández,Zaïre-Emery,Santos,Neves,Palmer,Kvaratskhe.,Neto,Barcola,João Pedro,Dembélé
Internacional,Champions League,2025,Manchester City,Real Madrid CF,"1:2
(1:1)",Donnarumma,Courtois,Dias,Rüdiger,Khusanov,Huijsen,Aït-Nouri,García,Nunes,Alexander-.,Rodri,Tchouaméni,Reijnders,Valverde,Cherki,Pitarch,Silva,Güler,Doku,Vinicius J.,Haaland,Díaz
Internacional,Champions League,2025,Arsenal FC,Bayer 04 Leverkusen,"2:0
(1:0)",Raya,Blaswich,Saliba,Quansah,Gabriel,Tapsoba,Hincapié,Grimaldo,White,Andrich,Zubimendi,Palacios,Rice,García,Eze,Maza,Trossard,Terrier,Saka,Poku,Gyökeres,Kofane
Internacional,Champions League,2025,FC Barcelona,Newcastle United,"7:2
(3:2)",García,Ramsdale,Martín,Burn,Cubarsí,Thiaw,Cancelo,Hall,Bernal,Trippier,Pedri,Tonali,López,Ramsey,Raphinha,Joelinton,Lamine Yamal,Barnes,Lewandowski,Gordon,Diego Kochen,Elanga
Internacional,Champions League,2025,Liverpool FC,Galatasaray,"4:0
(1:0)",Alisson,Çakır,Konaté,Bardakcı,van Dijk,Singo,Kerkez,Jakobs,Frimpong,Boey,Gravenberch,Sallai,Mac Allister,Lemina,Wirtz,Torreira,Szoboszlai,Sara,Salah,Yılmaz,Ekitiké,Osimhen
Internacional,Champions League,2025,Bayern Múnich,Atalanta de Bérgamo,"4:1
(1:0)",Urbig,Sportiello,Kim,Hien,Tah,Kossounou,Guerreiro,Scalvini,Stanisic,Éderson,Pavlovic,Pašalić,Goretzka,Bellanova,Bischof,Bernasconi,Karl,De Ketelaere,Díaz,Sulemana,Kane,Scamacca
Internacional,Champions League,2025,Tottenham Hotspur,Atlético de Madrid,"3:2
(1:0)",Vicario,Musso,Romero,Hancko,van de Ven,Le Normand,Drăgușin,Ruggeri,Spence,Llorente,Porro,Molina,Sarr,Cardoso,Gray,Lookman,Simons,Simeone,Kolo Muani,Griezmann,Tel,Alvarez
Internacional,Champions League,2025,Real Madrid CF,Bayern Múnich,"1:2
(0:1)",Lunin,Neuer,Rüdiger,Tah,Huijsen,Upamecano,Carreras,Stanisic,Alexander-.,Laimer,Tchouaméni,Kimmich,Valverde,Pavlovic,Pitarch,Díaz,Güler,Olise,Vinicius J.,Gnabry,Mbappé,Kane
Internacional,Champions League,2025,Sporting de Lisboa,Arsenal FC,"0:1
(0:0)",Silva,Raya,Diomande,Saliba,Inácio,Gabriel,Araújo,Calafiori,Fresneda,White,Morita,Zubimendi,Simões,Rice,Trincão,Ødegaard,Gonçalves,Trossard,Catamo,Madueke,Suárez,Gyökeres
Internacional,Champions League,2025,París Saint-Germain FC,Liverpool FC,"2:0
(1:0)",Safonov,Mamardashv.,Marquinhos,Gomez,Pacho,Konaté,Mendes,van Dijk,Hakimi,Kerkez,Vitinha,Frimpong,Zaïre-Emery,Gravenberch,Neves,Mac Allister,Kvaratskhe.,Wirtz,Doué,Szoboszlai,Dembélé,Ekitiké
Internacional,Champions League,2025,FC Barcelona,Atlético de Madrid,"0:2
(0:1)",García,Musso,Martín,Hancko,Cubarsí,Le Normand,Koundé,Ruggeri,Cancelo,Molina,Pedri,Llorente,Olmo,Koke,Rashford,Lookman,Lamine Yamal,Simeone,Lewandowski,Griezmann,Diego Kochen,Alvarez
Internacional,Champions League,2025,Liverpool FC,París Saint-Germain FC,"0:2
(0:0)",Mamardashv.,Safonov,Konaté,Marquinhos,van Dijk,Pacho,Kerkez,Mendes,Frimpong,Hakimi,Gravenberch,Vitinha,Mac Allister,Zaïre-Emery,Wirtz,Neves,Szoboszlai,Kvaratskhe.,Isak,Doué,Ekitiké,Dembélé
Internacional,Champions League,2025,Atlético de Madrid,FC Barcelona,"1:2
(1:2)",Musso,García,Lenglet,Martín,Le Normand,Koundé,Ruggeri,Cancelo,Molina,Gavi,Llorente,Pedri,Koke,Olmo,Lookman,López,Simeone,Lamine Yamal,Griezmann,Torres,Alvarez,Diego Kochen
Internacional,Champions League,2025,Bayern Múnich,Real Madrid CF,"4:3
(2:3)",Neuer,Lunin,Tah,Rüdiger,Upamecano,Militão,Laimer,Mendy,Stanisic,Alexander-.,Kimmich,Valverde,Pavlovic,Güler,Díaz,Bellingham,Olise,Vinicius J.,Gnabry,Díaz,Kane,Mbappé
Internacional,Champions League,2025,Arsenal FC,Sporting de Lisboa,"0:0
(0:0)",Raya,Silva,Saliba,Inácio,Mosquera,Diomande,Hincapié,Quaresma,Gabriel,Araújo,Zubimendi,Hjulmand,Rice,Morita,Eze,Trincão,Martinelli,Gonçalves,Madueke,Catamo,Gyökeres,Suárez
Internacional,Champions League,2025,París Saint-Germain FC,Bayern Múnich,"5:4
(3:2)",Safonov,Neuer,Marquinhos,Tah,Pacho,Upamecano,Mendes,Davies,Hakimi,Stanisic,Vitinha,Pavlovic,Zaïre-Emery,Kimmich,Neves,Musiala,Kvaratskhe.,Díaz,Doué,Olise,Dembélé,Kane
Internacional,Champions League,2025,Atlético de Madrid,Arsenal FC,"1:1
(0:1)",Oblak,Raya,Hancko,Saliba,Pubill,Gabriel,Ruggeri,Hincapié,Llorente,White,Koke,Zubimendi,Cardoso,Rice,Lookman,Ødegaard,Simeone,Martinelli,Griezmann,Madueke,Alvarez,Gyökeres
Internacional,Champions League,2025,Arsenal FC,Atlético de Madrid,"1:0
(1:0)",Raya,Oblak,Saliba,Hancko,Gabriel,Le Normand,Calafiori,Pubill,White,Ruggeri,Lewis-Skelly,Llorente,Rice,Koke,Eze,Lookman,Trossard,Simeone,Saka,Griezmann,Gyökeres,Alvarez
Internacional,Champions League,2025,Bayern Múnich,París Saint-Germain FC,"1:1
(0:1)",Neuer,Safonov,Tah,Marquinhos,Upamecano,Pacho,Laimer,Mendes,Stanisic,Vitinha,Pavlovic,Ruiz,Kimmich,Neves,Musiala,Zaïre-Emery,Díaz,Kvaratskhe.,Olise,Doué,Kane,Dembélé
Internacional,Champions League,2025,París Saint-Germain FC,Arsenal FC,"5:4
pen.",Safonov,Raya,Marquinhos,Saliba,Pacho,Gabriel,Mendes,Hincapié,Hakimi,Mosquera,Vitinha,Rice,Neves,Lewis-Skelly,Ruiz,Ødegaard,Kvaratskhe.,Trossard,Doué,Saka,Dembélé,Havertz
